Sr No.,Description,Model No,Buy Price,Unnamed: 4,Unnamed: 5,GST,MSRP,Updated Date,Remarks
Poly,,,,,,,,,
,,,INR,INR with Margin ,USD,,,,
45.0,Poly TC10 Black Touch Controller,875K5AA,95552,124217.6,1478.780952,0.18,,,
46.0,3 Year Partner Poly+ TC10,P37760362,15131,19670.3,234.1702381,0.18,,,
47.0,Poly Video IEC Power Cord INDIA,874T5AA,2173,2824.9,33.6297619,0.18,,,
48.0,Poly Studio E70 VESA Mount,875K7AA,21179,27532.7,327.7702381,0.18,,2025-05-06 00:00:00,
49.0,Poly Studio E60 Smart Camera 4K MPTZ with 12x Optical Zoom,9W1A6AA,153409,199431.7,2374.186905,0.18,,,
50.0,3 Year Partner Poly+ Poly Studio E60 Smart Camera 4K MPTZ with 12x Optical Zoom,U86LGPV,20682,26886.6,320.0785714,0.18,,,
51.0,Poly Studio E60 & EagleEye IV HDCI Camera Display Mounting Bracket,89L88AA,13166,17115.8,203.7595238,0.18,,2025-04-02 00:00:00,
52.0,Poly Studio E60 Ceiling Mount,9W1A8AA,10300,13390,159.4047619,0.18,,2025-04-03 00:00:00,
,X70 with TC10,,,,,,,,
53.0,Poly Studio X70 All-In-One Video Bar with TC10 Controller Kit INDIA,8L531AA,651524,846981.2,10083.10952,0.18,,,
54.0,3 Year Partner Poly+ Poly Studio X70 and TC10,P88155362,50439,65570.7,780.6035714,0.18,,,
55.0,Poly Studio X70 VESA Mount,875L2AA,24432,31761.6,378.1142857,0.18,,,
56.0,Poly TC10 Black Glass Mount,874P9AA,6301,8191.3,97.51547619,0.18,,2025-04-01 00:00:00,
,X52 with TC10,,,,,,,,
57.0,Poly Studio X52 All-In-One Video Bar with TC10 Controller Kit INDIA,8D8L1AA,434000,564200,6716.666667,0.18,,,
58.0,Poly Studio X52 All-In-One Video Bar INDIA, 8D8K2AA,338575,440147.5,5239.85119,0.18,,2025-07-30 00:00:00,
59.0,1 Year Partner Poly+ Studio X52,,15237.41,19808.633,235.8170595,0.18,,2025-07-30 00:00:00,
60.0,3 Year Partner Poly+ Studio X52,,34287.67,44573.971,530.6425119,0.18,,2025-07-30 00:00:00,
61.0,3 Year Partner Poly+ Studio X52 and TC10,P87625362,37828,49176.4,585.4333333,0.18,,,
62.0,3 Year Partner Poly+ Onsite Studio X52 and TC10,P87625358,51479,66922.7,796.6988095,0.18,,2025-04-01 00:00:00,
63.0,Poly Studio X52 VESA Mount,875L9AA,18106.23,23538.099,280.2154643,0.18,,2025-07-30 00:00:00,
64.0,Poly Studio X50/X52/X70/USB Table Microphone,875M6AA,17369,22579.7,268.8059524,0.18,,,
65.0,Poly Studio X50/X52/X70/USB Expansion Microphone Cable Extender Pack,875M4AA,6791,8828.3,105.0988095,0.18,,2025-04-01 00:00:00,
,X30 with TC8,,,,,,,,
63.0,Poly Studio X30 All-In-One Video Bar with TC8 Controller Kit,83Z46AA,217045,282158.5,3359.029762,0.18,,,
64.0,3yr Partner Poly+ Studio X30 with TC8,P86260362,25568,33238.4,395.6952381,0.18,,,
65.0,3 Year Partner Poly+ Onsite TC8,P30760358,20591,26768.3,318.6702381,0.18,,2025-04-01 00:00:00,
66.0,Poly Studio X30 Inverted VESA and Wall Mount,875L7AA,16477,21420.1,255.0011905,0.18,,,
67.0,Poly USB 2.0 Cable (5M),875H6AA,7386,9601.8,114.3071429,0.18,,,
68.0,Poly Studio,7200-85830-036,68500,89050,1060.119048,0.18,,,
69.0,Poly,2215-86719/19-001,11292,14679.6,174.7571429,0.18,,,
70.0,Poly,CodecbG7500,654381,850695.3,10127.325,0.18,,,
71.0,Poly E70 Camera,Poly 2200-87090-001,310112,403145.6,4799.352381,0.18,,,
72.0,Poly studio Bar,PN-7200-85830-036,69000,89700,1067.857143,0.18,,,
73.0,Poly Studio,2200-86270-036,276978,360071.4,4286.564286,0.18,,,
74.0,Poly microphone,2200-69631-001,15702.47,20413.211,243.0144167,0.18,,,
75.0,Poly studio mounting kit,7230-86040-001,12049,15663.7,186.472619,0.18,,,
76.0,Polycom Studio,7200-85830--036,69000,89700,1067.857143,0.18,,,
77.0,Poly studio Bar,7230-87710-036,185444,241077.2,2869.966667,0.18,,,
78.0,Polycom Mounting Kit,Polystudio 7230-86040-001,12049,15663.7,186.472619,0.18,,,
79.0,Polystudio Displaymount,Poly Studio 7230-86040-001,13250,17225,205.0595238,0.18,,,
80.0,Poly IP Table Microphone,Poly 2200-85250-001,38404.71,49926.123,594.3586071,0.18,,2023-09-01 00:00:00,
81.0,Poly power KIT,Poly 2200-86680-036,6849,8903.7,105.9964286,0.18,,,
82.0,Poly studio E70,Poly 2215-87419-001,7205.15,9366.695,111.5082738,0.18,,,
83.0,Poly 10M Active Usb cable,poly 2457-87419-110,625.388,813.0044,9.67862381,0.18,,,
84.0,Poly Studio E70 Replacement power supply,Poly 7200-87310-036,625388,813004.4,9678.62381,0.18,,,
85.0,Poly Power Supply,Poly 1465-49643-001,10001,13001.3,154.777381,0.18,,,
86.0,Poly studio X50 & TC8 Vedio conf.,Poly 2200-86270-036,285165,370714.5,4413.267857,0.18,,2023-10-13 00:00:00,
87.0,Power kit For poly trio,Poly 2200-86680-036,7553,9818.9,116.8916667,0.18,,,
88.0,Poly Studio X50 optional Vesa mounting KIT,Poly 2215-86418-001,17425,22652.5,269.672619,0.18,,,
89.0,Poly Studio,poly Studio X50 & TC8,285000,370500,4410.714286,0.18,,,
90.0,Polycom Microphone,Polycom Microphone L1POWM,16500,21450,255.3571429,0.18,,,
91.0,Polycom Eagleeyeiv USB Cam,Poly 7230-60896-036,62500,81250,967.2619048,0.18,,2023-12-19 00:00:00,
92.0,Poly studio X70 room vedio conferencing Kit,Poly 7200-87300-036,530000,689000,8202.380952,0.18,,2024-01-08 00:00:00,
93.0,Poly Trio power Kit,Poly 2200-66740-036,7507,9759.1,116.1797619,0.18,,,
94.0,Poly studio 875M8AA,Poly 69631-001,15400,20020,238.3333333,0.18,,,
95.0,Poly Type -C -A 10 cable,Poly 2457-30757-110,29870,38831,462.2738095,0.18,,,
96.0,HP Poly,Poly Vedio E70,19424,25251.2,300.6095238,0.18,,2024-03-01 00:00:00,
97.0,Poly,Poly Studio P15,32000,41600,495.2380952,0.18,,2024-04-26 00:00:00,
98.0,Poly vedio IEC Power,Poly vedio IEC Power,1931,2510.3,29.88452381,0.18,,,
99.0,Poly,Poly Studio X52 with T10,393375,511387.5,6087.946429,0.18,,,
100.0,Poly,HP Mini Vonference PC zoom,110843,144095.9,1715.427381,0.18,,,
101.0,Poly,Poly studio X70 VESA,20064,26083.2,310.5142857,0.18,,,
102.0,Poly eagle eye camera,Poly eagle eye camera,85466,111105.8,1322.688095,0.18,,,
103.0,Poly,E70 Studio Auto framing,300643,390835.9,4652.808333,0.18,,2024-05-16 00:00:00,
104.0,Poly,Poly Studio X52 with T10,393375,511387.5,6087.946429,0.18,,,
105.0,Poly,E70 Vesa Mount,18282,23766.6,282.9357143,0.18,,,
106.0,Poly,Poly studio E70,287698,374007.4,4452.469048,0.18,,,
107.0,Polycom expansion Microphone,2200-69631-001,15744,20467.2,243.6571429,0.18,,2024-06-08 00:00:00,
108.0,Polycom Vedio Conferencing camera,UVB Studio 009-HP Poly,59800,77740,925.4761905,0.18,,,
109.0,Poly,E70 Camera VESa Mount,18106,23537.8,280.2119048,0.18,,2024-07-01 00:00:00,
110.0,Studio X30 (No TC8 Included),Poly 2200-85980-036,162681,211485.3,2517.682143,0.18,,,
111.0,Studio X30 & TC8 Bundle,Poly 2200-86260-036,188913,245586.9,2923.653571,0.18,,,
112.0,Studio X30 VESA Wall Mounting Kit,"Poly
 2215-86512-001",7574,9846.2,117.2166667,0.18,,,
113.0,Studio X50 & TC8 Bundle,Poly,285165,370714.5,4413.267857,0.18,,,
114.0,Studio X50 VESA Wall Mounting Kit,Poly 2215-86418-001,17425,22652.5,269.672619,0.18,,,
115.0,"G7500 Codec, E70 Camera & TC8 Bundle","Poly
 7200-87310-036",644613,837996.9,9976.153571,0.18,,,
116.0,G7500 Wall Mount Set,Poly,2269,2949.7,35.11547619,0.18,,,
117.0,Studio bar,Poly 7200-85830-036,67000,87100,1036.904762,0.18,,,
118.0,Poly Studio R30: USB Video Bar,2200-69390-102,55738,72459.4,862.6119048,0.18,,2024-09-08 00:00:00,
119.0,3yr Poly + Studio R30 video bar,487P-69390-312,10400,13520,160.952381,0.18,,,
120.0,VESA mounting kit for Poly Studio P15 and Studio R30. Must also order wall kit (2215-69385-001) for a complete install,2215-69381-001,4774,6206.2,73.88333333,0.18,,,
121.0,Wall mounting kit for Poly Studio P15 and Studio R30,2215-69385-001,3978,5171.4,61.56428571,0.18,,,
122.0,"10"" or Higher Touch Panel Designed with built-in stand ",TC10,74000,96200,1145.238095,0.18,,2025-05-26 00:00:00,
123.0,"4K video codec along with one unit of Full HD 1080p60
PTZ Camera with 10x Optical Zoom. ",G7500 + 12x Optical Camera,580000,754000,8976.190476,0.18,,2025-05-27 00:00:00,
124.0,Poly 10 Meter ( 35 feet ) Fiber Optic USB 3.1 Cable Type A to C for Poly Video Conferencing Devices,USBC - A BYOD Cable,27400,35620,424.047619,0.18,,2025-05-28 00:00:00,
125.0,"3 Year Warranty Support for 4K Video Conf. Codec with 10x Optical Zoom PTZ Camera + 10"" Touch Panel",Partner Premier,98000,127400,1516.666667,0.18,,2025-05-29 00:00:00,
126.0,"Base Kit G9 Plus Kit
Poly Studio Base Kit G9 Plus for Microsoft Teams HP Mini IP PC w/TC10 ",A3LU8AA,200800,261040,3107.619048,0.18,,2025-06-23 00:00:00,
127.0,HP 3yr Poly + Poly Studio Base Kit G9 Plus for Microsoft Teams HP Mini IP PC w TC10,U95J9PV,22500,29250,348.2142857,0.18,,,
128.0,"Poly Sync 40 USB-A USB-C Speakerphone
Three-microphone array
Speaker bandwidth: 75 Hz to 20 kHz","772C4AA
",25000,32500,386.9047619,0.18,,,
129.0,Poly Studio R30 USB Video Bar,842D2AA,45808,59550.4,708.9333333,0.18,,2025-07-03 00:00:00,
130.0,1 Year Partner Poly+ Studio R30 video bar,P69390160,3113,4046.9,48.17738095,0.18,,2025-07-03 00:00:00,
131.0,3 Year Partner Poly+ Studio R30 video bar,P69390362,7006,9107.8,108.4261905,0.18,,2025-07-03 00:00:00,
132.0,Poly Studio R30/USB/V12/V52/V72 Bluetooth Remote Control,875L4AA,7316,9510.8,113.2238095,0.18,,2025-07-03 00:00:00,
133.0,Poly Studio P15/R30 Wall Mount,783S4AA,4020,5226,62.21428571,0.18,,2025-07-03 00:00:00,
134.0,Poly Studio V52 USB Video Bar,A09D4AA,227713,296026.9,3524.129762,0.18,,2025-07-03 00:00:00,
135.0,Poly Studio X52/V52 Wall Mount,875L8AA,7386,9601.8,114.3071429,0.18,,2025-07-03 00:00:00,
136.0,1 Year Partner Poly+ Poly Studio V52 USB Video Bar,U86MRPV,9444,12277.2,146.1571429,0.18,,2025-07-03 00:00:00,
137.0,3 Year Partner Poly+ Poly Studio V52 USB Video Bar,U86MSPV,21254,27630.2,328.9309524,0.18,,2025-07-03 00:00:00,
